tweet_type,time_posted,content,associated_tweet_id,comments,retweets,likes,views,extraction_date,tweet_id,content_cleaned,content_removed_gare,content_removed_sw,content_cleand_str,word_counts,bigram_counts,trigram_counts,is_problem,date,engagement,label
Réponse,2024-04-15 21:43:47,Pompiers de Paris sur place #RERA,,1,0,10,5839,2024-08-05 11:42:19.755877,95891047-8086-46f4-aeeb-e97bc34f3868,pompiers de paris sur place rera,pompiers de paris sur place rera,"['pompiers', 'paris', 'place']",pompiers paris place,"Counter({'pompiers': 1, 'paris': 1, 'place': 1})","Counter({('pompiers', 'paris'): 1, ('paris', 'place'): 1})","Counter({('pompiers', 'paris', 'place'): 1})",True,2024-04-15 21:43:47,0.1883884226751156,
Réponse,2024-04-15 22:15:00,Le trafic est interrompu entre Rueil Malmaison et La Défense et très perturbé sur le reste de la ligne et reprendra vers 01h00. Cela fait suite à un accident grave de personne à Nanterre – Ville #RERA,,1,0,2,4708,2024-08-05 11:42:19.987417,95891047-8086-46f4-aeeb-e97bc34f3868,le trafic est interrompu entre rueil malmaison et la defense et tres perturbe sur le reste de la ligne et reprendra vers h cela fait suite a un accident grave de personne a nanterre ville rera,le trafic est interrompu entre  et  et tres perturbe sur le reste de la ligne et reprendra vers h cela fait suite a un accident grave de personne a  rera,"['trafic', 'interrompu', 'entre', 'tres', 'perturbe', 'reste', 'ligne', 'reprendra', 'h', 'cela', 'fait', 'suite', 'accident', 'grave', 'personne']",trafic interrompu entre tres perturbe reste ligne reprendra h cela fait suite accident grave personne,"Counter({'trafic': 1, 'interrompu': 1, 'entre': 1, 'tres': 1, 'perturbe': 1, 'reste': 1, 'ligne': 1, 'reprendra': 1, 'h': 1, 'cela': 1, 'fait': 1, 'suite': 1, 'accident': 1, 'grave': 1, 'personne': 1})","Counter({('trafic', 'interrompu'): 1, ('interrompu', 'entre'): 1, ('entre', 'tres'): 1, ('tres', 'perturbe'): 1, ('perturbe', 'reste'): 1, ('reste', 'ligne'): 1, ('ligne', 'reprendra'): 1, ('reprendra', 'h'): 1, ('h', 'cela'): 1, ('cela', 'fait'): 1, ('fait', 'suite'): 1, ('suite', 'accident'): 1, ('accident', 'grave'): 1, ('grave', 'personne'): 1})","Counter({('trafic', 'interrompu', 'entre'): 1, ('interrompu', 'entre', 'tres'): 1, ('entre', 'tres', 'perturbe'): 1, ('tres', 'perturbe', 'reste'): 1, ('perturbe', 'reste', 'ligne'): 1, ('reste', 'ligne', 'reprendra'): 1, ('ligne', 'reprendra', 'h'): 1, ('reprendra', 'h', 'cela'): 1, ('h', 'cela', 'fait'): 1, ('cela', 'fait', 'suite'): 1, ('fait', 'suite', 'accident'): 1, ('suite', 'accident', 'grave'): 1, ('accident', 'grave', 'personne'): 1})",True,2024-04-15 22:15:00,0.0637213254035684,
Réponse,2024-04-15 23:02:41,"Le trafic reprend mais reste très perturbé sur l'ensemble de la ligne, en répercussion  d'un accident grave de personne à Nanterre – Ville #RERA",,1,0,2,8983,2024-08-05 11:42:20.188291,95891047-8086-46f4-aeeb-e97bc34f3868,le trafic reprend mais reste tres perturbe sur l ensemble de la ligne en repercussion d un accident grave de personne a nanterre ville rera,le trafic reprend mais reste tres perturbe sur l ensemble de la ligne en repercussion d un accident grave de personne a  rera,"['trafic', 'reprend', 'reste', 'tres', 'perturbe', 'ensemble', 'ligne', 'repercussion', 'accident', 'grave', 'personne']",trafic reprend reste tres perturbe ensemble ligne repercussion accident grave personne,"Counter({'trafic': 1, 'reprend': 1, 'reste': 1, 'tres': 1, 'perturbe': 1, 'ensemble': 1, 'ligne': 1, 'repercussion': 1, 'accident': 1, 'grave': 1, 'personne': 1})","Counter({('trafic', 'reprend'): 1, ('reprend', 'reste'): 1, ('reste', 'tres'): 1, ('tres', 'perturbe'): 1, ('perturbe', 'ensemble'): 1, ('ensemble', 'ligne'): 1, ('ligne', 'repercussion'): 1, ('repercussion', 'accident'): 1, ('accident', 'grave'): 1, ('grave', 'personne'): 1})","Counter({('trafic', 'reprend', 'reste'): 1, ('reprend', 'reste', 'tres'): 1, ('reste', 'tres', 'perturbe'): 1, ('tres', 'perturbe', 'ensemble'): 1, ('perturbe', 'ensemble', 'ligne'): 1, ('ensemble', 'ligne', 'repercussion'): 1, ('ligne', 'repercussion', 'accident'): 1, ('repercussion', 'accident', 'grave'): 1, ('accident', 'grave', 'personne'): 1})",True,2024-04-15 23:02:41,0.0333964154514082,
Réponse,2024-04-16 00:13:02, L’incident lié à un accident grave de personne à Nanterre – Ville  est terminé. Le trafic est rétabli sur l'ensemble du #RERA,,2,0,3,7298,2024-08-05 11:42:20.404293,95891047-8086-46f4-aeeb-e97bc34f3868, lincident lie a un accident grave de personne a nanterre ville est termine le trafic est retabli sur l ensemble du rera, lincident lie a un accident grave de personne a  est termine le trafic est retabli sur l ensemble du rera,"['lincident', 'lie', 'accident', 'grave', 'personne', 'termine', 'trafic', 'retabli', 'ensemble']",lincident lie accident grave personne termine trafic retabli ensemble,"Counter({'lincident': 1, 'lie': 1, 'accident': 1, 'grave': 1, 'personne': 1, 'termine': 1, 'trafic': 1, 'retabli': 1, 'ensemble': 1})","Counter({('lincident', 'lie'): 1, ('lie', 'accident'): 1, ('accident', 'grave'): 1, ('grave', 'personne'): 1, ('personne', 'termine'): 1, ('termine', 'trafic'): 1, ('trafic', 'retabli'): 1, ('retabli', 'ensemble'): 1})","Counter({('lincident', 'lie', 'accident'): 1, ('lie', 'accident', 'grave'): 1, ('accident', 'grave', 'personne'): 1, ('grave', 'personne', 'termine'): 1, ('personne', 'termine', 'trafic'): 1, ('termine', 'trafic', 'retabli'): 1, ('trafic', 'retabli', 'ensemble'): 1})",True,2024-04-16 00:13:02,0.0685119210742669,
Normal,2024-04-15 20:25:10,"Le trafic est perturbé de Boissy-Saint-Léger vers La Défense, en raison d'un bagage oublié à La Varenne – Chennevières  #RERA",,1,2,5,11983,2024-08-05 11:42:20.758560,be7df50f-ec73-4f2c-9557-72f2fbd09d8e,le trafic est perturbe de boissy saint leger vers la defense en raison d un bagage oublie a la varenne chennevieres rera,le trafic est perturbe de  vers  en raison d un bagage oublie a  rera,"['trafic', 'perturbe', 'raison', 'bagage', 'oublie']",trafic perturbe raison bagage oublie,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'bagage'): 1, ('raison', 'bagage', 'oublie'): 1})",True,2024-04-15 20:25:10,0.066761245097221,
Réponse,2024-04-15 21:03:42,"Le trafic est perturbé de Boissy-Saint-Léger vers La Défense, en répercussion d'un bagage oublié à La Varenne – Chennevières #RERA",,0,0,1,6290,2024-08-05 11:42:32.931701,be7df50f-ec73-4f2c-9557-72f2fbd09d8e,le trafic est perturbe de boissy saint leger vers la defense en repercussion d un bagage oublie a la varenne chennevieres rera,le trafic est perturbe de  vers  en repercussion d un bagage oublie a  rera,"['trafic', 'perturbe', 'repercussion', 'bagage', 'oublie']",trafic perturbe repercussion bagage oublie,"Counter({'trafic': 1, 'perturbe': 1, 'repercussion': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'repercussion'): 1, ('repercussion', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'perturbe', 'repercussion'): 1, ('perturbe', 'repercussion', 'bagage'): 1, ('repercussion', 'bagage', 'oublie'): 1})",True,2024-04-15 21:03:42,0.0158982511923688,
Normal,2024-04-15 17:30:17,"[#Tchat ] Le #RERA est désormais doté d'un CCU (Centre de Commandement Unique) flambant neuf ! Posez d'ores et déjà vos questions sur cette nouveauté, nous y répondrons en direct le 26 avril à partir de 12:15 lors d'un tchat. https://rera-leblog.fr/tchat-inauguration-du-nouveau-ccu/…",,51,33,268,68782,2024-08-05 11:42:33.218022,465e02eb-0d04-4ee0-a622-6fda2ee6cadc, tchat le rera est desormais dote d un ccu centre de commandement unique flambant neuf posez d ores et deja vos questions sur cette nouveaute nous y repondrons en direct le avril a partir de lors d un tchat https rera leblog fr tchat inauguration du nouveau ccu , tchat le rera est desormais dote d un ccu centre de commandement unique flambant neuf posez d ores et deja vos questions sur cette nouveaute nous y repondrons en direct le avril a partir de lors d un tchat https rera leblog fr tchat inauguration du nouveau ccu ,"['tchat', 'desormais', 'dote', 'ccu', 'centre', 'commandement', 'unique', 'flambant', 'neuf', 'posez', 'ores', 'deja', 'questions', 'cette', 'nouveaute', 'repondrons', 'direct', 'avril', 'partir', 'lors', 'tchat', 'https', 'leblog', 'fr', 'tchat', 'inauguration', 'nouveau', 'ccu']",tchat desormais dote ccu centre commandement unique flambant neuf posez ores deja questions cette nouveaute repondrons direct avril partir lors tchat https leblog fr tchat inauguration nouveau ccu,"Counter({'tchat': 3, 'ccu': 2, 'desormais': 1, 'dote': 1, 'centre': 1, 'commandement': 1, 'unique': 1, 'flambant': 1, 'neuf': 1, 'posez': 1, 'ores': 1, 'deja': 1, 'questions': 1, 'cette': 1, 'nouveaute': 1, 'repondrons': 1, 'direct': 1, 'avril': 1, 'partir': 1, 'lors': 1, 'https': 1, 'leblog': 1, 'fr': 1, 'inauguration': 1, 'nouveau': 1})","Counter({('tchat', 'desormais'): 1, ('desormais', 'dote'): 1, ('dote', 'ccu'): 1, ('ccu', 'centre'): 1, ('centre', 'commandement'): 1, ('commandement', 'unique'): 1, ('unique', 'flambant'): 1, ('flambant', 'neuf'): 1, ('neuf', 'posez'): 1, ('posez', 'ores'): 1, ('ores', 'deja'): 1, ('deja', 'questions'): 1, ('questions', 'cette'): 1, ('cette', 'nouveaute'): 1, ('nouveaute', 'repondrons'): 1, ('repondrons', 'direct'): 1, ('direct', 'avril'): 1, ('avril', 'partir'): 1, ('partir', 'lors'): 1, ('lors', 'tchat'): 1, ('tchat', 'https'): 1, ('https', 'leblog'): 1, ('leblog', 'fr'): 1, ('fr', 'tchat'): 1, ('tchat', 'inauguration'): 1, ('inauguration', 'nouveau'): 1, ('nouveau', 'ccu'): 1})","Counter({('tchat', 'desormais', 'dote'): 1, ('desormais', 'dote', 'ccu'): 1, ('dote', 'ccu', 'centre'): 1, ('ccu', 'centre', 'commandement'): 1, ('centre', 'commandement', 'unique'): 1, ('commandement', 'unique', 'flambant'): 1, ('unique', 'flambant', 'neuf'): 1, ('flambant', 'neuf', 'posez'): 1, ('neuf', 'posez', 'ores'): 1, ('posez', 'ores', 'deja'): 1, ('ores', 'deja', 'questions'): 1, ('deja', 'questions', 'cette'): 1, ('questions', 'cette', 'nouveaute'): 1, ('cette', 'nouveaute', 'repondrons'): 1, ('nouveaute', 'repondrons', 'direct'): 1, ('repondrons', 'direct', 'avril'): 1, ('direct', 'avril', 'partir'): 1, ('avril', 'partir', 'lors'): 1, ('partir', 'lors', 'tchat'): 1, ('lors', 'tchat', 'https'): 1, ('tchat', 'https', 'leblog'): 1, ('https', 'leblog', 'fr'): 1, ('leblog', 'fr', 'tchat'): 1, ('fr', 'tchat', 'inauguration'): 1, ('tchat', 'inauguration', 'nouveau'): 1, ('inauguration', 'nouveau', 'ccu'): 1})",False,2024-04-15 17:30:17,0.5117617981448634,
Normal,2024-04-15 13:01:50,"[#Travaux]  Dans le cadre d'opérations d'entretien des voies, le trafic du #RERA est interrompu jusqu'au 26 avril, tous les soirs du lundi au vendredi à partir de 22h00, entre Cergy–Le Haut • Poissy et Nanterre–Préfecture. Des bus de remplacement sont mis en place
Voir plus",,6,11,41,78176,2024-08-05 11:43:00.072248,2d9515b9-2a38-4b3c-a756-65fdf924b0db, travaux dans le cadre d operations d entretien des voies le trafic du rera est interrompu jusqu au avril tous les soirs du lundi au vendredi a partir de h entre cergy le haut poissy et nanterre prefecture des bus de remplacement sont mis en place voir plus, travaux dans le cadre d operations d entretien des voies le trafic du rera est interrompu jusqu au avril tous les soirs du lundi au vendredi a partir de h entre   et  des bus de remplacement sont mis en place voir plus,"['travaux', 'cadre', 'operations', 'entretien', 'voies', 'trafic', 'interrompu', 'jusqu', 'avril', 'tous', 'soirs', 'lundi', 'vendredi', 'partir', 'h', 'entre', 'bus', 'remplacement', 'mis', 'place', 'voir', 'plus']",travaux cadre operations entretien voies trafic interrompu jusqu avril tous soirs lundi vendredi partir h entre bus remplacement mis place voir plus,"Counter({'travaux': 1, 'cadre': 1, 'operations': 1, 'entretien': 1, 'voies': 1, 'trafic': 1, 'interrompu': 1, 'jusqu': 1, 'avril': 1, 'tous': 1, 'soirs': 1, 'lundi': 1, 'vendredi': 1, 'partir': 1, 'h': 1, 'entre': 1, 'bus': 1, 'remplacement': 1, 'mis': 1, 'place': 1, 'voir': 1, 'plus': 1})","Counter({('travaux', 'cadre'): 1, ('cadre', 'operations'): 1, ('operations', 'entretien'): 1, ('entretien', 'voies'): 1, ('voies', 'trafic'): 1, ('trafic', 'interrompu'): 1, ('interrompu', 'jusqu'): 1, ('jusqu', 'avril'): 1, ('avril', 'tous'): 1, ('tous', 'soirs'): 1, ('soirs', 'lundi'): 1, ('lundi', 'vendredi'): 1, ('vendredi', 'partir'): 1, ('partir', 'h'): 1, ('h', 'entre'): 1, ('entre', 'bus'): 1, ('bus', 'remplacement'): 1, ('remplacement', 'mis'): 1, ('mis', 'place'): 1, ('place', 'voir'): 1, ('voir', 'plus'): 1})","Counter({('travaux', 'cadre', 'operations'): 1, ('cadre', 'operations', 'entretien'): 1, ('operations', 'entretien', 'voies'): 1, ('entretien', 'voies', 'trafic'): 1, ('voies', 'trafic', 'interrompu'): 1, ('trafic', 'interrompu', 'jusqu'): 1, ('interrompu', 'jusqu', 'avril'): 1, ('jusqu', 'avril', 'tous'): 1, ('avril', 'tous', 'soirs'): 1, ('tous', 'soirs', 'lundi'): 1, ('soirs', 'lundi', 'vendredi'): 1, ('lundi', 'vendredi', 'partir'): 1, ('vendredi', 'partir', 'h'): 1, ('partir', 'h', 'entre'): 1, ('h', 'entre', 'bus'): 1, ('entre', 'bus', 'remplacement'): 1, ('bus', 'remplacement', 'mis'): 1, ('remplacement', 'mis', 'place'): 1, ('mis', 'place', 'voir'): 1, ('place', 'voir', 'plus'): 1})",True,2024-04-15 13:01:50,0.0741915677445763,
Normal,2024-04-15 09:56:51,Le train actuellement à GARE DE LYON et en direction de Saint-Germain-en-Laye stationne en raison d'un incident voyageur. #RERA,,1,0,7,11108,2024-08-05 11:43:18.801241,d60c31ea-dde8-45a6-8e9d-58a7535438aa,le train actuellement a gare de lyon et en direction de saint germain en laye stationne en raison d un incident voyageur rera,le train actuellement a  et en direction de  stationne en raison d un incident voyageur rera,"['stationne', 'raison', 'incident', 'voyageur']",stationne raison incident voyageur,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'voyageur': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'voyageur'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'voyageur'): 1})",True,2024-04-15 09:56:51,0.0720201656463809,
Réponse,2024-04-15 10:00:04,Fin de stationnement à Gare de Lyon. Le train repart en direction de Saint-Germain-en-Laye (incident voyageur). #RERA,,1,0,3,5057,2024-08-05 11:43:29.490036,d60c31ea-dde8-45a6-8e9d-58a7535438aa,fin de stationnement a gare de lyon le train repart en direction de saint germain en laye incident voyageur rera,fin de stationnement a  le train repart en direction de  incident voyageur rera,"['fin', 'stationnement', 'repart', 'incident', 'voyageur']",fin stationnement repart incident voyageur,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'incident': 1, 'voyageur': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'incident'): 1, ('incident', 'voyageur'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'incident'): 1, ('repart', 'incident', 'voyageur'): 1})",True,2024-04-15 10:00:04,0.0790982796124184,
Normal,2024-04-15 09:35:56,Le train actuellement à Auber et en direction de Torcy stationne en raison de l'actionnement d'un signal d'alarme. #RERA,,1,0,9,7868,2024-08-05 11:43:29.755547,20441d1a-4338-4fab-8524-ab48984c7bef,le train actuellement a auber et en direction de torcy stationne en raison de l actionnement d un signal d alarme rera,le train actuellement a  et en direction de  stationne en raison de l actionnement d un signal d alarme rera,"['stationne', 'raison', 'actionnement', 'signal', 'alarme']",stationne raison actionnement signal alarme,"Counter({'stationne': 1, 'raison': 1, 'actionnement': 1, 'signal': 1, 'alarme': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'actionnement'): 1, ('actionnement', 'signal'): 1, ('signal', 'alarme'): 1})","Counter({('stationne', 'raison', 'actionnement'): 1, ('raison', 'actionnement', 'signal'): 1, ('actionnement', 'signal', 'alarme'): 1})",True,2024-04-15 09:35:56,0.1270971021860701,
Réponse,2024-04-15 09:38:00,Fin de stationnement à Auber. Le train repart en direction de Torcy (intervention des services de police).  #RERA,,0,0,5,4503,2024-08-05 11:43:40.800926,20441d1a-4338-4fab-8524-ab48984c7bef,fin de stationnement a auber le train repart en direction de torcy intervention des services de police rera,fin de stationnement a  le train repart en direction de  intervention des services de police rera,"['fin', 'stationnement', 'repart', 'intervention', 'services', 'police']",fin stationnement repart intervention services police,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'intervention': 1, 'services': 1, 'police': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'intervention'): 1, ('intervention', 'services'): 1, ('services', 'police'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'intervention'): 1, ('repart', 'intervention', 'services'): 1, ('intervention', 'services', 'police'): 1})",True,2024-04-15 09:38:00,0.1110370863868532,
Normal,2024-04-15 08:50:26,Le train actuellement à Torcy et en direction de Marne-la-Vallée–Chessy stationne en raison de difficultés d'exploitation. #RERA,,2,0,5,8287,2024-08-05 11:43:41.061553,a2a3ea7b-eaf3-4110-92d4-fa111cb5c835,le train actuellement a torcy et en direction de marne la vallee chessy stationne en raison de difficultes d exploitation rera,le train actuellement a  et en direction de  stationne en raison de difficultes d exploitation rera,"['stationne', 'raison', 'difficultes', 'exploitation']",stationne raison difficultes exploitation,"Counter({'stationne': 1, 'raison': 1, 'difficultes': 1, 'exploitation': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'difficultes'): 1, ('difficultes', 'exploitation'): 1})","Counter({('stationne', 'raison', 'difficultes'): 1, ('raison', 'difficultes', 'exploitation'): 1})",True,2024-04-15 08:50:26,0.0844696512610112,
Réponse,2024-04-15 08:52:41,Fin de stationnement à Torcy. Le train repart sans voyageur (difficultés d'exploitation). #RERA,,1,0,2,1130,2024-08-05 11:43:52.949645,a2a3ea7b-eaf3-4110-92d4-fa111cb5c835,fin de stationnement a torcy le train repart sans voyageur difficultes d exploitation rera,fin de stationnement a  le train repart sans voyageur difficultes d exploitation rera,"['fin', 'stationnement', 'repart', 'sans', 'voyageur', 'difficultes', 'exploitation']",fin stationnement repart sans voyageur difficultes exploitation,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'sans': 1, 'voyageur': 1, 'difficultes': 1, 'exploitation': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'sans'): 1, ('sans', 'voyageur'): 1, ('voyageur', 'difficultes'): 1, ('difficultes', 'exploitation'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'sans'): 1, ('repart', 'sans', 'voyageur'): 1, ('sans', 'voyageur', 'difficultes'): 1, ('voyageur', 'difficultes', 'exploitation'): 1})",True,2024-04-15 08:52:41,0.2654867256637168,
Réponse,2024-04-15 08:54:41, Le trafic est perturbé de Torcy vers Marne-la-Vallée–Chessy en raison de difficultés d'exploitation. #RERA,,1,0,2,4520,2024-08-05 11:43:53.147910,a2a3ea7b-eaf3-4110-92d4-fa111cb5c835, le trafic est perturbe de torcy vers marne la vallee chessy en raison de difficultes d exploitation rera, le trafic est perturbe de  vers  en raison de difficultes d exploitation rera,"['trafic', 'perturbe', 'raison', 'difficultes', 'exploitation']",trafic perturbe raison difficultes exploitation,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'difficultes': 1, 'exploitation': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'difficultes'): 1, ('difficultes', 'exploitation'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'difficultes'): 1, ('raison', 'difficultes', 'exploitation'): 1})",True,2024-04-15 08:54:41,0.0663716814159292,
Réponse,2024-04-15 09:07:49, Le trafic est rétabli de Torcy vers Marne-la-Vallée–Chessy (difficultés d'exploitation). #RERA,,0,0,2,3728,2024-08-05 11:43:53.386363,a2a3ea7b-eaf3-4110-92d4-fa111cb5c835, le trafic est retabli de torcy vers marne la vallee chessy difficultes d exploitation rera, le trafic est retabli de  vers  difficultes d exploitation rera,"['trafic', 'retabli', 'difficultes', 'exploitation']",trafic retabli difficultes exploitation,"Counter({'trafic': 1, 'retabli': 1, 'difficultes': 1, 'exploitation': 1})","Counter({('trafic', 'retabli'): 1, ('retabli', 'difficultes'): 1, ('difficultes', 'exploitation'): 1})","Counter({('trafic', 'retabli', 'difficultes'): 1, ('retabli', 'difficultes', 'exploitation'): 1})",True,2024-04-15 09:07:49,0.0536480686695279,
Normal,2024-04-15 08:48:14,Le train actuellement à La Varenne–Chennevières et en direction de Boissy-Saint-Léger stationne en raison d'un incident nécessitant l'intervention des agents. #RERA,,1,0,5,7098,2024-08-05 11:44:08.953687,837f1e9c-efd5-4aa0-8f84-371c938c959e,le train actuellement a la varenne chennevieres et en direction de boissy saint leger stationne en raison d un incident necessitant l intervention des agents rera,le train actuellement a  et en direction de  stationne en raison d un incident necessitant l intervention des agents rera,"['stationne', 'raison', 'incident', 'necessitant', 'intervention', 'agents']",stationne raison incident necessitant intervention agents,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'agents': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'agents'): 1})",True,2024-04-15 08:48:14,0.0845308537616229,
Réponse,2024-04-15 08:51:00,Fin de stationnement à La Varenne–Chennevières. Le train repart en direction de Boissy-Saint-Léger (intervention des agents). #RERA,,0,0,2,3276,2024-08-05 11:44:19.570454,837f1e9c-efd5-4aa0-8f84-371c938c959e,fin de stationnement a la varenne chennevieres le train repart en direction de boissy saint leger intervention des agents rera,fin de stationnement a  le train repart en direction de  intervention des agents rera,"['fin', 'stationnement', 'repart', 'intervention', 'agents']",fin stationnement repart intervention agents,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'intervention': 1, 'agents': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'intervention'): 1, ('repart', 'intervention', 'agents'): 1})",True,2024-04-15 08:51:00,0.061050061050061,
Normal,2024-04-15 05:59:12,Le train actuellement à Gare de Lyon et en direction de La Défense stationne en raison d'une gêne à la fermeture des portes. #RERA,,16,5,18,30454,2024-08-05 11:44:19.805252,147e90c3-cfc5-44d3-88e0-f43c0697a0b3,le train actuellement a gare de lyon et en direction de la defense stationne en raison d une gene a la fermeture des portes rera,le train actuellement a  et en direction de  stationne en raison d une gene a la fermeture des portes rera,"['stationne', 'raison', 'gene', 'fermeture', 'portes']",stationne raison gene fermeture portes,"Counter({'stationne': 1, 'raison': 1, 'gene': 1, 'fermeture': 1, 'portes': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'gene'): 1, ('gene', 'fermeture'): 1, ('fermeture', 'portes'): 1})","Counter({('stationne', 'raison', 'gene'): 1, ('raison', 'gene', 'fermeture'): 1, ('gene', 'fermeture', 'portes'): 1})",True,2024-04-15 05:59:12,0.1280619951402114,
Réponse,2024-04-15 06:06:23," Le trafic est perturbé de Vincennes vers Saint-Germain-en-Laye • Cergy–Le Haut • Poissy, en raison d'une gêne à la fermeture des portes. #RERA",,11,3,5,9959,2024-08-05 11:44:31.251470,147e90c3-cfc5-44d3-88e0-f43c0697a0b3, le trafic est perturbe de vincennes vers saint germain en laye cergy le haut poissy en raison d une gene a la fermeture des portes rera, le trafic est perturbe de  vers    en raison d une gene a la fermeture des portes rera,"['trafic', 'perturbe', 'raison', 'gene', 'fermeture', 'portes']",trafic perturbe raison gene fermeture portes,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'gene': 1, 'fermeture': 1, 'portes': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'gene'): 1, ('gene', 'fermeture'): 1, ('fermeture', 'portes'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'gene'): 1, ('raison', 'gene', 'fermeture'): 1, ('gene', 'fermeture', 'portes'): 1})",True,2024-04-15 06:06:23,0.1907822070489004,
Réponse,2024-04-15 07:05:48," Le trafic est perturbé de Vincennes vers Saint-Germain-en-Laye • Cergy–Le Haut • Poissy, en raison d'une gêne à la fermeture des portes et d'une panne de train à Nanterre–Préfecture. #RERA",,6,1,5,7448,2024-08-05 11:44:31.479797,147e90c3-cfc5-44d3-88e0-f43c0697a0b3, le trafic est perturbe de vincennes vers saint germain en laye cergy le haut poissy en raison d une gene a la fermeture des portes et d une panne de train a nanterre prefecture rera, le trafic est perturbe de  vers    en raison d une gene a la fermeture des portes et d une panne de train a  rera,"['trafic', 'perturbe', 'raison', 'gene', 'fermeture', 'portes', 'panne']",trafic perturbe raison gene fermeture portes panne,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'gene': 1, 'fermeture': 1, 'portes': 1, 'panne': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'gene'): 1, ('gene', 'fermeture'): 1, ('fermeture', 'portes'): 1, ('portes', 'panne'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'gene'): 1, ('raison', 'gene', 'fermeture'): 1, ('gene', 'fermeture', 'portes'): 1, ('fermeture', 'portes', 'panne'): 1})",True,2024-04-15 07:05:48,0.1611170784103115,
Réponse,2024-04-15 08:32:04, Le trafic est rétabli de Vincennes vers Saint-Germain-en-Laye • Cergy–Le Haut • Poissy (gêne à la fermeture des portes et d'une panne de train). #RERA,,1,0,2,3494,2024-08-05 11:44:31.671211,147e90c3-cfc5-44d3-88e0-f43c0697a0b3, le trafic est retabli de vincennes vers saint germain en laye cergy le haut poissy gene a la fermeture des portes et d une panne de train rera, le trafic est retabli de  vers    gene a la fermeture des portes et d une panne de train rera,"['trafic', 'retabli', 'gene', 'fermeture', 'portes', 'panne']",trafic retabli gene fermeture portes panne,"Counter({'trafic': 1, 'retabli': 1, 'gene': 1, 'fermeture': 1, 'portes': 1, 'panne': 1})","Counter({('trafic', 'retabli'): 1, ('retabli', 'gene'): 1, ('gene', 'fermeture'): 1, ('fermeture', 'portes'): 1, ('portes', 'panne'): 1})","Counter({('trafic', 'retabli', 'gene'): 1, ('retabli', 'gene', 'fermeture'): 1, ('gene', 'fermeture', 'portes'): 1, ('fermeture', 'portes', 'panne'): 1})",True,2024-04-15 08:32:04,0.0858614768174012,
